Page 1 of 26,,,,,,,
"Local Level Authorities (Metropolitan, Sub-Metropolitan, Municipality, Rural Municipality)",,,,,,,
678,1,Mangalsen Municipality,"32,331",14,220.14,147,
679,2,Sanfebagar Municipality,"33,788",14,166.71,203,
680,3,Kamalbazar Municiplaity,"23,738",10,120.78,197,
681,4,Panchdeval Binayak Municiplaity,"27,485",9,147.75,186,
,,Gaun Palika (Rural Municipal):,,,,,
682,5,Chourpati,"25,149",7,182.16,138,
683,6,Mellekh,"24,670",8,134.78,183,
684,7,Bannigadhi Jayagadh,"17,359",6,58.26,298,
685,8,RamaRoshan,"25,166",7,173.33,145,
686,9,Dhakari,"21,562",8,227.88,95,
687,10,Turmakhand,"24,940",8,232.07,107,
,,Total of District,"256,188",91,"1,663.86",,

,,,,,,,Page 24 of 26
Dist. Code Name of District,,,Province:,7,,,
,70,Doti,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
688,1,Dipayal-Silgadi Municipality,"32,941",9,126.62,260,
689,2,Shikhar Municipality,"31,801",11,285.37,111,
,,Gaun Palika (Rural Municipal):,,,,,
690,3,Purbi Chouki,"22,483",7,117.66,191,
691,4,Badikedar,"16,720",5,332.55,50,
692,5,Jorayal,"20,824",6,419.09,50,
693,6,Sayal,"19,551",6,122.72,159,
694,7,Aadarsha,"23,945",7,128.47,186,
695,8,K.I. Singh,"20,903",7,127.01,165,
696,9,Bogtan,"17,902",7,300.22,60,
,,Total of District,"207,070",65,"1,959.71",,
Dist. Code Name of District,,,Province:,7,,,
,71,Kailali,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
697,1,Dhangadhi Sub-Metropolitan,"147,741",19,261.75,564,
698,2,Tikapur Muncipality,"76,084",9,118.33,643,
699,3,Ghodaghodi Municipality,"75,586",12,354.45,213,
700,4,Lamki-Chuha Municipality,"75,425",10,225.00,335,
701,5,Bhajani Municipality,"51,845",9,176.25,294,
702,6,Godavari Municipality,"78,018",12,308.63,253,
703,7,Gauri Ganga Municipality,"55,314",11,244.44,226,
,,Gaun Palika (Rural Municipal):,,,,,
704,8,Janaki,"48,540",9,107.27,453,
705,9,Bardagoriya,"32,683",6,77.26,423,
706,10,Mohanyal,"22,053",7,626.95,35,
707,11,Kailari,"47,987",9,233.27,206,
708,12,Joshipur,"36,459",7,65.57,556,
709,13,Chure,"18,924",6,493.18,38,
,,Total of District,"766,659",126,"3,292.35",,
Dist. Code Name of District,,,Province:,7,,,
,72,Kanchanpur,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
710,1,Bhimdatta Municipality,"104,599",19,171.80,609,
711,2,Punarbas Municipality,"53,633",11,103.71,517,
712,3,Bedkot Municipality,"49,479",10,159.92,309,
713,4,Mahakali Municipality,"39,253",10,56.84,691,
714,5,Shuklaphanta Municipality,"46,834",12,162.57,288,
715,6,Belauri Municipality,"53,544",10,123.37,434,
716,7,Krishnapur Municipality,"56,643",9,252.75,224,
,,Gaun Palika (Rural Municipal):,,,,,
717,8,Beldandi,"21,949",5,36.70,598,
718,9,Laljhadi,"22,569",6,154.65,146,
,,Total of District,"448,503",92,"1,222.31",Difference noted verification?,

,,,,,,,Page 25 of 26
Dist. Code Name of District,,,Province:,7,,,
,73,Dadeldhura,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
719,1,Amargadhi Municipality,"21,245",11,139.33,152,
720,2,Parashuram Municipality,"34,983",12,414.07,84,
,,Gaun Palika (Rural Municipal):,,,,,
721,3,Aalitaal,"18,531",8,292.87,63,
722,4,Bhageshwor,"14,129",5,233.38,61,
723,5,Navadurga,"19,957",5,141.89,141,
724,6,Ajaymeru,"7,066",6,148.90,47,
725,7,Ganyapdhura,"15,093",5,135.65,111,
,,Total of District,"131,004",52,"1,506.09",,
Dist. Code Name of District,,,Province:,7,,,
,74,Baitadi,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
726,1,Dasharath Chanda Municipality,"34,575",11,135.15,256,
727,2,Patan Municipality,"30,435",10,219.26,139,
728,3,Melauli Municipality,"22,545",9,119.43,189,
729,4,Purchaundi Municipality,"39,174",10,198.52,197,
,,Gaun Palika (Rural Municipal):,,,,,
730,5,Surnaiya,"18,549",8,124.52,149,
731,6,Sigas,"21,510",9,245.44,88,
732,7,Shivanath,"17,115",6,81.65,210,
733,8,Pancheshwor,"18,766",6,120.41,156,
734,9,Dogada Kedar,"24,632",8,126.38,195,
735,10,Dilasaini,"22,924",7,125.28,183,
,,Total of District,"250,225",84,"1,496.04",,
Dist. Code Name of District,,,Province:,7,,,
,75,Darchula,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
736,1,Mahakali Municipality,"21,231",9,135.11,157,
737,2,Sailya Shikhar Municipality,"22,060",9,117.81,187,
,,Gaun Palika (Rural Municipal):,,,,,
738,3,Malikarjun,"15,581",8,100.82,155,
739,4,Api Himal,"6,779",6,613.95,11,
740,5,Duhun,"10,818",5,65.35,166,
741,6,Naugad,"15,874",6,180.27,88,
742,7,Marma,"14,956",6,208.06,72,
743,8,Lekam,"14,838",6,83.98,177,
744,9,Byans,"10,347",6,839.26,12,
,,Total of District,"132,484",61,"2,344.61",,
,,Total of Province 7,"2,520,988",734,"19,179.52",,
,,Nepal Total,"26,233,827","6,680","136,896.10",,
Summary of Population and Household Census Data 2011; Central Beruea of Statictics/GoN,,,,,,,
Total population of Nepal,,,"26,494,504","147,181",Area of Nepal (Square Kilometer),,
Institutional population (Total minus,,,,,Area within Wildlife and Protected,,
Population within LAs),,,"260,677","10,285",Zone (Total - Area within LAs),,
Percentage of Population Iurban and Rural,,,,,,,
1. Urban Population,,"15,475,579",,59%,"Metropolitan, Sub-Metropolitan, Municipality",,
2. Rural Urban Population,,"10,758,248",,41%,Rural Municipality,,

Page 26 of 26,,,,,,,
Summary Restructured Local Level Authorities (LA),,,,,,,
,Present Restructured Local Level Authorities),,,,Previous Structure of LA,,
,*,District Coordination Committee = 75,,Tier,1,DDCs,75
Tier,1,Metropolitan City,4,Tier,2,Metropolitan City,1
Tier,2,Sub-Metropolitan City,13,Tier,3,Sub-Metropolitan City,4
Tier,3,Municipalities,246,Tier,4,Municipalities,212
Tier,4,Gaun Palika (Rural Municipality),481,Tier,5,VDCs,3157
,,Total,744,,,Total,3449
*,,District Coordination Committee have no executing authority (Only coordinating role),,,,,
District with Number of Local Authorities (LAs),,,,,,Districts Without Municipalities,
Particulars,,No. of Dist.,,Code,,Distric Name,Population
Districts having 4 LAs,,3,,29,,Rasuwa,"42,133"
Districts having 5 LAs,,3,,41,,Manang,"5,827"
Districts having 6 LAs,,4,,42,,Mustang,"11,593"
Districts having 7 LAs,,6,,66,,Humla,"49,933"
Districts having 8 LAs,,11,,,,Total,"109,486"
Districts having 9 LAs,,11,,,,,
Districts having 10 LAs,,13,,Districts Without Rural Municipalities,,,
Districts having 11 LAs,,4,,Code,,Distric Name,Population
Districts having 12 LAs,,5,,26,,Bhaktapur,"298,684"
Districts having 13 LAs,,4,,27,,Kathmandu,"1,699,288"
Districts having 14 LAs,,0,,,,Total,"1,997,972"
Districts having 15 LAs,,4,,,,,
Districts having 16 LAs,,2,,,,,
Districts having 17 LAs,,5,,,,,
Nepal Total,,75,,,,,
Metropolitan City with maximum population covered,,,,,,Kathmandu,"975,453"
Metropolitan City with minimum population covered,,,,,,"Bharatpur, Chitwan","280,502"
Metropolitan City with maximum area coverage,,,,,,"Pokhara-Lekhnath,
Kaski",464.24 Sq.Km
Metropolitan City with minimum area coverage,,,,,,Lalitpur,36.12 Sq.Km
Sub-Metropolitan City with maximum population covered,,,,,,"Biratnagar, Morang","214,663"
Sub-Metropolitan City with minimum population covered,,,,,,Jitpur-Simara,"114,185"
Sub-Metropolitan City with maximum area coverage,,,,,,"Ghorahi, Dang",522.21 Sq.Km
Sub-Metropolitan City with minimum area coverage,,,,,,"Birgunj, Parsa",75.24 Sq.Km
Municipality with maximum population covered,,,,,,"Mechi Nagar, Jhapa","111,797"
Municipality with minimum population covered,,,,,,"Thuli Bheri, Dolpa","8,370"
Municipality with maximum area coverage,,,,,,"Shit Ganga,
Arghakhanchi",610.43 Sq.Km
Municipality with minimum area coverage,,,,,,Bhaktapur,6.89 Sq.Km
Rural Municipality with maximum population covered,,,,,,"Rapti Sinari, Banke","59,946"
Rural Municipality with minimum population covered,,,,,,"Nar Phu, Manang",538
Rural Municipality with maximum area coverage,,,,,,"Namkha, Humla",2419.04 Sq.Km
Rural Municipality with minimum area coverage,,,,,,"Pakha Mainapur,
Parsa",31.26 Sq.Km
